°Å·¡±Ý¾×,°ÇÃà³âµµ,³â,´ëÁö±Ç¸éÀû,¹ýÁ¤µ¿,¿¬¸³´Ù¼¼´ë,¿ù,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
"15,000",1991,2015,31.4,ºÏ°¡ÁÂµ¿,Àå¹Ìºô¶ó,11,18,52.4,367-13,11410,2
"15,500",1998,2015,22.35,ºÏ°¡ÁÂµ¿,°­»êºô¶ó,11,18,46.11,80-48,11410,4
"16,300",2013,2015,24.06,ºÏ°¡ÁÂµ¿,Ã¾½ººô,11,23,37.96,3-4,11410,2
"18,500",1982,2015,62.72,ºÏ°¡ÁÂµ¿,½ÅÇ³,11,23,62.12,1-3,11410,2
"11,500",1995,2015,21.64,ºÏ°¡ÁÂµ¿,(2-75),11,23,44.16,2-75,11410,1
"26,800",2015,2015,35.49,ºÏ°¡ÁÂµ¿,´ë°í»þÀÎºô,11,23,48.72,339-18,11410,2
"20,500",2010,2015,32.92,ºÏ°¡ÁÂµ¿,»ïÁßÆÄÅ©,11,24,55.98,274-10,11410,2
"13,000",2012,2015,22.189,ºÏ°¡ÁÂµ¿,¿ìÃ¢ON(329-16),11,24,36.74,329-16,11410,5
"19,400",2007,2015,31.95,ºÏ°¡ÁÂµ¿,LGºô¶ó(276-6),11,25,58.11,276-6,11410,3
"15,800",2015,2015,19.72,ºÏ°¡ÁÂµ¿,È£¼º±×¸°ºä,11,25,29.99,286-9,11410,5
"18,400",2002,2015,34.02,ºÏ°¡ÁÂµ¿,·Î¾âºô¶óÆ®,11,25,66.35,3-83,11410,1
"20,200",2003,2015,26.68,ºÏ°¡ÁÂµ¿,ÇÁ·»Ä¡ºô¶ó,11,27,53.19,383-11,11410,1
"17,300",2001,2015,26.5,³²°¡ÁÂµ¿,½ÅÈï¾ÆÆ®ºô,11,2,58.16,5-244,11410,3
"17,728",1997,2015,30.2,³²°¡ÁÂµ¿,(236-2),11,4,59.65,236-2,11410,1
"8,850",1992,2015,15.2,³²°¡ÁÂµ¿,(5-132),11,5,30.68,5-132,11410,3
"22,500",2011,2015,33.4,³²°¡ÁÂµ¿,ÀÌ¾È¼¼¸£ºô,11,6,56.51,339-21,11410,4
"10,400",1997,2015,24.78,³²°¡ÁÂµ¿,ÅÂ°æ¸Ç¼Ç,11,6,54.08,363-9,11410,-1
"14,500",1992,2015,20.77,³²°¡ÁÂµ¿,´ëÀçºô¶ó,11,7,42.22,353-7,11410,-1
"26,000",2012,2015,36.35,³²°¡ÁÂµ¿,µ¿ºÎÈ¨Å¸¿î,11,9,66.23,325-45,11410,4
"15,000",1991,2015,25.33,³²°¡ÁÂµ¿,(215-69),11,12,34.37,215-69,11410,2
"15,000",1992,2015,22.41,³²°¡ÁÂµ¿,»ï¼ººô¶ó(51),11,13,44.28,361-51,11410,4
"16,000",1986,2015,24.9,³²°¡ÁÂµ¿,(224-64),11,13,33.84,224-64,11410,1
"12,500",1992,2015,23,³²°¡ÁÂµ¿,»ï¼ººô¶ó(50),11,16,33.23,361-50,11410,3
"26,150",2015,2015,35.63,³²°¡ÁÂµ¿,¾Æ½ºÅ×¸£ºô2Â÷,11,25,59.72,347-12,11410,4
"22,050",2015,2015,30.62,³²°¡ÁÂµ¿,¾Æ½ºÅ×¸£ºô2Â÷,11,25,51.32,347-12,11410,3
"22,050",2015,2015,30.62,³²°¡ÁÂµ¿,¾Æ½ºÅ×¸£ºô2Â÷,11,25,51.32,347-12,11410,3
"22,050",2015,2015,30.62,³²°¡ÁÂµ¿,¾Æ½ºÅ×¸£ºô2Â÷,11,25,51.32,347-12,11410,2
"22,050",2015,2015,30.62,³²°¡ÁÂµ¿,¾Æ½ºÅ×¸£ºô2Â÷,11,25,51.32,347-12,11410,2
"22,550",2015,2015,32.59,³²°¡ÁÂµ¿,¾Æ½ºÅ×¸£ºô2Â÷,11,25,54.62,347-12,11410,5
"28,600",1997,2015,30.57,ÃæÁ¤·Î3°¡,¼ºÀººô¶ó,12,12,58.14,3-77,11410,2
"15,250",2003,2015,18.82,Ãµ¿¬µ¿,¸®ºùÅéºô¶ó Bµ¿,12,8,33.54,98-72,11410,2
"55,000",1994,2015,98.14,ºÏ¾ÆÇöµ¿,(1-340),12,5,155.79,1-340,11410,1
"21,300",1995,2015,16.7,ºÏ¾ÆÇöµ¿,Èñ¿øºô¶ó,12,7,45.36,16-1,11410,1
"20,000",2005,2015,23.4,ºÏ¾ÆÇöµ¿,(635-0),12,8,22.58,635,11410,3
"35,700",1999,2015,34.7,ºÏ¾ÆÇöµ¿,(129-75),12,10,78.48,129-75,11410,4
"35,000",2004,2015,40.57,ºÏ¾ÆÇöµ¿,Ã»¿Áºô¶óÆ®,12,12,81.02,1-441,11410,1
"35,000",2009,2015,46.47,ºÏ¾ÆÇöµ¿,À©Àúºô,12,14,65.98,1-398,11410,1
"26,500",2011,2015,33.14,ºÏ¾ÆÇöµ¿,½Å¿µºô¶óÆ®(1-318),12,15,45.15,1-318,11410,2
"20,700",1987,2015,44.61,È«Á¦µ¿,¼­°­ºô¶ó2µ¿,12,3,48.55,90-6,11410,3
"19,000",1991,2015,25.2,È«Á¦µ¿,¼®¼öºô¶óBµ¿,12,4,34.95,272-41,11410,2
"15,400",1987,2015,33.3,È«Á¦µ¿,(6-135),12,11,48.97,6-135,11410,2
"19,600",1987,2015,44.11,È«Á¦µ¿,¼­°­ºô¶ó2µ¿,12,17,48.01,90-6,11410,3
"11,000",2003,2015,18.43,È«Á¦µ¿,¿ÀÅ©ºô,12,19,35.44,312-19,11410,2
"11,000",2003,2015,18.4,È«Á¦µ¿,¿ÀÅ©ºô,12,19,35.38,312-19,11410,2
"14,500",2003,2015,24.28,È«Á¦µ¿,¿ÀÅ©ºô,12,19,46.7,312-19,11410,2
"11,000",2003,2015,18.43,È«Á¦µ¿,¿ÀÅ©ºô,12,19,35.44,312-19,11410,3
"11,000",1987,2015,32.91,È«Á¦µ¿,±Ý°­ºô¶ó,12,19,34.47,9-75,11410,2
"23,500",2009,2015,38.51,È«Á¦µ¿,¿ì¼º¿¡¹öºô,12,19,61.37,190-2,11410,2
"11,000",2003,2015,18.4,È«Á¦µ¿,¿ÀÅ©ºô,12,19,35.38,312-19,11410,3
"14,000",2003,2015,24.28,È«Á¦µ¿,¿ÀÅ©ºô,12,19,46.7,312-19,11410,3
"11,000",2003,2015,18.43,È«Á¦µ¿,¿ÀÅ©ºô,12,19,35.44,312-19,11410,4
"11,000",2003,2015,18.4,È«Á¦µ¿,¿ÀÅ©ºô,12,19,35.38,312-19,11410,4
"11,400",2003,2015,21.92,È«Á¦µ¿,¿ÀÅ©ºô,12,19,42.16,312-19,11410,4
"11,200",2003,2015,17.95,È«Á¦µ¿,¿ÀÅ©ºô,12,19,34.52,312-19,11410,5
"10,000",2003,2015,18.19,È«Á¦µ¿,¿ÀÅ©ºô,12,19,34.99,312-19,11410,5
"10,000",2003,2015,18.17,È«Á¦µ¿,¿ÀÅ©ºô,12,19,34.95,312-19,11410,5
"13,000",1990,2015,31.89,È«Á¦µ¿,»ïÈ­ºô¶ó,12,22,53.19,312-28,11410,1
"7,500",1968,2015,12.96,È«Á¦µ¿,µ¿¼­,12,23,21.82,313-4,11410,2
"16,000",1994,2015,34.4,È«Á¦µ¿,ÀÎ¿Õºô¶ó8Â÷,12,27,51.04,47-2,11410,2
"20,500",1992,2015,32.1,È«Á¦µ¿,»ïÀÏºô¶ó,12,28,60.14,361-54,11410,2
"6,640",1991,2015,25.1,È«Á¦µ¿,¼®¼öºô¶óBµ¿,12,30,34.95,272-41,11410,-1
"13,900",2012,2015,7.18,´ëÇöµ¿,ÀÌ´ë¿ª ¸¶¿¡½ºÆ®·Î,12,19,12.01,150,11410,3
"16,100",2015,2015,3.77,´ëÇöµ¿,(90-58),12,28,18.98,90-58,11410,10
"10,000",1992,2015,20.38,½ÅÃÌµ¿,³²Ã¢ºô¶ó,12,28,47.43,2-66,11410,1
"25,750",2002,2015,24.02,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,35.86,99-10,11410,2
"27,600",2002,2015,25.84,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,38.57,99-10,11410,2
"25,700",2002,2015,24.02,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,35.86,99-10,11410,1
"28,700",2002,2015,26.82,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,40.04,99-10,11410,4
"27,600",2002,2015,25.84,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,38.57,99-10,11410,1
"25,300",2002,2015,23.65,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,35.3,99-10,11410,3
"23,350",2002,2015,21.81,Ã¢Ãµµ¿,ÇØÇÇºô3Â÷,12,15,32.55,99-10,11410,3
"28,700",2015,2015,28,Ã¢Ãµµ¿,±Ý¹Ý¼®½ÃÆ¼ºô39Â÷,12,28,39.77,100-5,11410,2
"21,000",1999,2015,18.39,¿¬Èñµ¿,(1-10),12,3,57.66,1-10,11410,3
"7,500",1986,2015,27.34,¿¬Èñµ¿,µ¿ÁøÁÖÅÃ4µ¿,12,7,35.6,142-28,11410,-1
"16,000",2007,2015,21.02,¿¬Èñµ¿,(121-10),12,8,42.09,121-10,11410,4
"30,500",2003,2015,82.75,¿¬Èñµ¿,¿¬ÈñÆÄÅ©ºô,12,10,83.88,200-50,11410,3
"26,200",2007,2015,30.39,¿¬Èñµ¿,(121-10),12,14,60.83,121-10,11410,3
"15,500",1993,2015,43.41,¿¬Èñµ¿,(51-1),12,17,67.29,51-1,11410,4
"8,450",1990,2015,38.9,¿¬Èñµ¿,¸ð°æºô¶ó,12,30,50.16,1-54,11410,-1
"33,000",1985,2015,81.33,¿¬Èñµ¿,µ¿Áøºô¶ó,12,31,65.07,141-34,11410,2
"41,000",1996,2015,97.71,È«Àºµ¿,Çö´ëÁÖÅÃ,12,1,159.39,206-1,11410,3
"12,000",1994,2015,25.15,È«Àºµ¿,ÁÖ¿¬ÇÏÀÌÃ÷,12,2,56.99,332-23,11410,3
"15,500",1985,2015,52.73,È«Àºµ¿,»ï¼ººô¶ó,12,2,62.01,188-29,11410,2
"18,000",2003,2015,29.55,È«Àºµ¿,µ¿À±ºô¶ó,12,2,62.65,407-17,11410,2
"26,500",2015,2015,35.05,È«Àºµ¿,ÀÚ½½¸°ÇÏ¿ì½º,12,3,49.61,392-6,11410,2
"18,000",2013,2015,25.54,È«Àºµ¿,Çöºô¸®Áö,12,3,41.61,410-22,11410,3
"5,000",1991,2015,47.03,È«Àºµ¿,¼¼½Åºô¶ó,12,4,63.96,265-166,11410,-1
"9,300",1992,2015,27.67,È«Àºµ¿,È¿¼ºÇÏÀÌÃ÷ºô¶ó,12,9,36.36,188-97,11410,1
"7,000",1987,2015,26.8,È«Àºµ¿,(8-428),12,11,33.24,8-428,11410,-1
"26,000",2002,2015,46.88,È«Àºµ¿,È«Àº°ñµçºô-2,12,14,87.54,396-23,11410,4
"19,300",2010,2015,41.32,È«Àºµ¿,±Ý°­ÈúÅ¸¿îAµ¿,12,17,69.93,265-329,11410,1
"28,500",2002,2015,72.64,È«Àºµ¿,±Ý¼ÛÈú½ººô,12,17,84.74,458,11410,1
"18,900",2015,2015,27.81,È«Àºµ¿,¹éÇâºô¶ó,12,19,39.82,414-10,11410,4
"21,000",1997,2015,51.21,È«Àºµ¿,È«ÀÍ¸Ç¼Ç,12,21,82.59,265-180,11410,2
"19,500",2015,2015,28.87,È«Àºµ¿,´õÇÃ·¹ÀÌ½º(191-52),12,22,45.72,191-52,11410,2
"14,000",1997,2015,34.66,È«Àºµ¿,Å¾ºô¶óÆ®(277-110),12,23,66.38,277-110,11410,2
"17,100",2015,2015,18.76,È«Àºµ¿,´õÇÃ·¹ÀÌ½º(191-52),12,30,29.72,191-52,11410,4
"23,700",2015,2015,29.82,È«Àºµ¿,¹éÇâºô¶ó,12,31,49.81,414-10,11410,3
"23,500",2006,2015,36.94,ºÏ°¡ÁÂµ¿,¾ÆÁÖÇÏÀÌºô,12,1,62.2,274-12,11410,4
"8,850",2002,2015,22.85,ºÏ°¡ÁÂµ¿,Á¤¿øÇÏÀÌÃ÷ºôAµ¿,12,2,44.33,5-104,11410,-1
"18,500",1998,2015,25.46,ºÏ°¡ÁÂµ¿,¿¹¿øºô¶óÆ®,12,2,57.49,315-1,11410,3
"20,500",2002,2015,27.97,ºÏ°¡ÁÂµ¿,µ¿È­ºô¶ó(304-6),12,2,63.68,304-6,11410,2
"10,500",2002,2015,26.11,ºÏ°¡ÁÂµ¿,µ¿¾çÇÃ·¯½ººô,12,3,52.07,3-131,11410,4
"23,000",1994,2015,36.45,ºÏ°¡ÁÂµ¿,¹é¸íÇÏÀÌÃ÷ºô¶ó,12,3,82.82,295-47,11410,1
"19,000",1993,2015,33.71,ºÏ°¡ÁÂµ¿,¹Ý¼®ºô¶ó,12,4,81.11,339-24,11410,1
"25,000",2015,2015,25.19,ºÏ°¡ÁÂµ¿,ºí¸®½ººô,12,5,41.67,319-17,11410,2
"11,500",2004,2015,11.73,ºÏ°¡ÁÂµ¿,½ÅÁ¤ºô¶óAµ¿,12,5,20.35,321-8,11410,4
"12,000",1994,2015,16.39,ºÏ°¡ÁÂµ¿,¹Ìµµ¾ÆÆ®ºô¶ó,12,9,37.47,305-1,11410,1
"17,500",2006,2015,23.496,ºÏ°¡ÁÂµ¿,Ã¢¾Èºô(346-6),12,9,41.19,346-6,11410,4
"18,500",2002,2015,24.96,ºÏ°¡ÁÂµ¿,¿ì¼ººô¶ó(373-2),12,9,42.86,373-2,11410,3
"14,000",2001,2015,29.83,ºÏ°¡ÁÂµ¿,¹Ì·¡±×¸°ºô¶ó,12,10,53.25,3-11,11410,3
"21,500",1982,2015,58.95,ºÏ°¡ÁÂµ¿,¹®È­¸Ç¼Ç(Bµ¿),12,11,68.68,370-4,11410,3
"23,000",2001,2015,30.12,ºÏ°¡ÁÂµ¿,´ë¼ººô¶ó,12,11,59.95,75-7,11410,-1
"16,900",2010,2015,36,ºÏ°¡ÁÂµ¿,ÇØ¹ÐÅ¸¿îBµ¿,12,12,61.79,325-28,11410,5
"12,300",1991,2015,30.88,ºÏ°¡ÁÂµ¿,¿ì¼ººô¶ó(3-88),12,15,48.17,3-88,11410,1
"24,500",2015,2015,35.03,ºÏ°¡ÁÂµ¿,µ¿È­ºô¶ó(328-41),12,16,51.57,328-41,11410,4
"12,450",2010,2015,18.85,ºÏ°¡ÁÂµ¿,Ã»¿îÇÏÀÌÃ÷(3-129),12,16,34.31,3-129,11410,2
"26,000",2015,2015,27.47,ºÏ°¡ÁÂµ¿,ºí¸®½ººô,12,18,45.44,319-17,11410,4
"24,400",2015,2015,31.08,ºÏ°¡ÁÂµ¿,ºí¸®½ººô,12,18,51.41,319-17,11410,2
"12,000",2002,2015,16.9,ºÏ°¡ÁÂµ¿,ÅÂ¼ºÇÏÀÌÃ÷ºô,12,20,39.25,285-7,11410,4
"17,500",1991,2015,40.39,ºÏ°¡ÁÂµ¿,¿µÈ­ºô¶ó,12,21,74.97,3-76,11410,1
"18,700",2004,2015,35.31,ºÏ°¡ÁÂµ¿,½ÅÁ¤ºô¶óAµ¿,12,21,81.36,321-8,11410,5
"23,000",1993,2015,38.08,ºÏ°¡ÁÂµ¿,±×¸°ºô¶ó,12,21,81,350-3,11410,1
"19,000",2008,2015,32.53,ºÏ°¡ÁÂµ¿,Çàº¹ÇÑÁý(3Â÷),12,22,56.54,3-119,11410,3
"19,500",1995,2015,24.73,ºÏ°¡ÁÂµ¿,¹è¸íÇÏÀÌÃ÷,12,22,59.65,368-1,11410,1
"20,700",2002,2015,24.89,ºÏ°¡ÁÂµ¿,´Ù¼Øºô¶ó,12,24,56.57,327-5,11410,1
"25,700",2015,2015,25.19,ºÏ°¡ÁÂµ¿,ºí¸®½ººô,12,24,41.67,319-17,11410,3
"18,000",2003,2015,26.84,ºÏ°¡ÁÂµ¿,ÅÂ¼ºÇÏÀÌÃ÷ºô,12,24,56.18,276-23,11410,4
"17,400",2015,2015,25.471,ºÏ°¡ÁÂµ¿,Á¦ÀÌµåºô,12,26,41.79,291-7,11410,3
"21,350",2002,2015,31.82,ºÏ°¡ÁÂµ¿,´º¿ùµåºô,12,27,59.99,74-214,11410,2
"24,500",2015,2015,31.08,ºÏ°¡ÁÂµ¿,ºí¸®½ººô,12,28,51.41,319-17,11410,3
"25,000",2004,2015,34.51,ºÏ°¡ÁÂµ¿,¿ìÃ¢°ñµåºô,12,29,73.52,342-1,11410,2
"16,400",2013,2015,24.06,ºÏ°¡ÁÂµ¿,Ã¾½ººô,12,30,37.96,3-4,11410,1
"13,000",1986,2015,35.34,³²°¡ÁÂµ¿,(73-346),12,1,48.45,73-346,11410,1
"9,000",2012,2015,12.097,³²°¡ÁÂµ¿,ÇÏ´Ãµå¸®¿ò,12,9,15.54,343-45,11410,4
"20,000",2001,2015,54.03,³²°¡ÁÂµ¿,(5-195),12,14,68.04,5-195,11410,1
"54,000",2001,2015,143.97,³²°¡ÁÂµ¿,(5-195),12,14,195.14,5-195,11410,2
"32,500",1985,2015,81.5,³²°¡ÁÂµ¿,(¸íÁöºô¶ó),12,16,85.65,224-291,11410,1
"17,500",1994,2015,28.95,³²°¡ÁÂµ¿,½ÅÇÑºô¶ó,12,29,61.02,335-11,11410,1
"38,500",1986,2016,80.94,Ãµ¿¬µ¿,±¤ÇÏºô¶ó,1,17,116.23,98-17,11410,1
"20,800",2000,2016,17.15,ºÏ¾ÆÇöµ¿,ÆÄÀÎºô¶ó,1,6,28.96,123-82,11410,3
"22,700",2001,2016,19.86,ºÏ¾ÆÇöµ¿,ÇÑ¾Æ¸§ºôBµ¿,1,7,45.15,1-1819,11410,5
"33,400",2004,2016,35.88,ºÏ¾ÆÇöµ¿,±×¸°ºô¸®Áö,1,19,73.14,1-80,11410,2
"33,000",2015,2016,40.07,ºÏ¾ÆÇöµ¿,ÀÌÈ­³ëºí·¹½º,1,19,51.95,1-625,11410,2
"33,550",2002,2016,34.3,ºÏ¾ÆÇöµ¿,¼¼Á¾È­ÀÌÆ®ºô,1,20,84.42,123-64,11410,2
"20,000",1993,2016,23.26,ºÏ¾ÆÇöµ¿,(3-245),1,21,41.51,3-245,11410,-1
"30,000",2001,2016,38.09,ºÏ¾ÆÇöµ¿,ÇÑ¾Æ¸§ºô,1,27,77.74,1-26,11410,2
"22,650",1977,2016,43.15,ºÏ¾ÆÇöµ¿,(113-16),1,28,50.13,113-16,11410,2
"27,000",2002,2016,24.88,ºÏ¾ÆÇöµ¿,¿¹¿ìºô¸®ÁöAµ¿,1,28,54.93,1-1821,11410,4
"40,500",1990,2016,60,ºÏ¾ÆÇöµ¿,½Å¿ì¼ººô¶ó,1,29,85.74,1-1144,11410,3
"33,300",2015,2016,40.02,ºÏ¾ÆÇöµ¿,ÀÌÈ­³ëºí·¹½º,1,31,50.98,1-625,11410,2
"24,100",2014,2016,30.46,È«Á¦µ¿,±¤¸í½¦¸£ºô,1,3,47.99,360-5,11410,5
"12,000",2002,2016,24.2,È«Á¦µ¿,»ï¼ººô¶ó(°¡),1,3,47.58,156-372,11410,3
"7,300",1980,2016,17.36,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,1,4,35.04,266-3,11410,-1
"12,000",1994,2016,28.4,È«Á¦µ¿,ÀÎ¿Õºô¶ó8Â÷,1,4,42.1,47-2,11410,2
"14,300",2002,2016,25.38,È«Á¦µ¿,»ï¼ººô¶ó(³ª),1,8,52.83,156-373,11410,1
"9,800",1993,2016,18.85,È«Á¦µ¿,»êÀåºô¶ó,1,9,36.06,6-44,11410,3
"22,000",1992,2016,54.75,È«Á¦µ¿,³²Çâºô¶ó,1,11,73.6,308-110,11410,3
"16,500",1993,2016,29.54,È«Á¦µ¿,ÇÏ³ª·Îºô¶ó,1,12,45.18,135-8,11410,2
"21,000",1975,2016,53.16,È«Á¦µ¿,¿ì½Å,1,18,79.01,167-38,11410,3
"20,500",1980,2016,34.71,È«Á¦µ¿,Á¦ÀÏÁÖÅÃ,1,19,52.73,266-3,11410,1
"14,000",1992,2016,29.75,È«Á¦µ¿,Ã¢³çºô¶ó,1,20,55.44,312-112,11410,1
"21,500",2011,2016,32.96,È«Á¦µ¿,È«Á¦À§ÀÏ¸®Ã÷ºô,1,21,59.14,335-1,11410,4
"18,125",1976,2016,41.333,È«Á¦µ¿,Àº¼º¸Ç¼Ç,1,22,52.96,131-2,11410,2
"7,000",1997,2016,20.36,È«Á¦µ¿,Á¦ÀÏºô¶ó,1,27,34.35,59-14,11410,1
"21,100",1996,2016,36.52,È«Á¦µ¿,¿¹¼Öºô¶ó,1,28,67.16,361-52,11410,2
"22,000",1986,2016,72.66,È«Á¦µ¿,(360-126),1,29,96.38,360-126,11410,-1
"9,000",1983,2016,15.78,È«Á¦µ¿,(266-41),1,29,30.82,266-41,11410,4
"9,520",1994,2016,23.46,È«Á¦µ¿,µ¿¿øÇÏÀÌÃ÷ºô¶ó,1,31,42.3,314-1,11410,-1
"15,500",2012,2016,7.24,´ëÇöµ¿,ÀÌ´ë¿ª ¸¶¿¡½ºÆ®·Î,1,26,12.1,150,11410,5
"16,750",1996,2016,27.12,´ë½Åµ¿,ÇØ¸ÀÀÌÅ¸¿î,1,4,47.43,126-3,11410,3
"25,300",1992,2016,37.2,Ã¢Ãµµ¿,Çö´ëºô¶ó(510-18),1,4,61.32,510-18,11410,3
"13,100",1989,2016,23.79,Ã¢Ãµµ¿,(501-7),1,4,39.3,501-7,11410,-1
"30,000",1992,2016,59.12,Ã¢Ãµµ¿,Çö´ëºô¶ó,1,6,83.95,465,11410,4
"35,900",2015,2016,29.4,Ã¢Ãµµ¿,¸®Ã÷ÇÏ¿ì½º,1,9,51.26,366,11410,5
"14,800",1991,2016,33.49,Ã¢Ãµµ¿,½ÅÃÌÇÏÀÌÃ÷ºô¶ó,1,9,48.7,100-126,11410,-1
"12,000",1997,2016,28.62,Ã¢Ãµµ¿,µ¿±ÃÇÏ¿ì½º,1,27,46.8,226,11410,-1
"56,000",1985,2016,147.9,¿¬Èñµ¿,¿¬ÈñÇÏÀÌÃ÷ºô¶ó,1,2,147.9,200-49,11410,1
"19,000",2008,2016,31.57,¿¬Èñµ¿,¼ºÀçÄ³½½ºô,1,8,50.99,159-1,11410,5
"4,300",2001,2016,6.45,¿¬Èñµ¿,¿¬Èï°¡³ª¾Èºô¶ó,1,8,17.16,520-43,11410,3
"20,800",1986,2016,48.92,¿¬Èñµ¿,(339-62),1,14,57.45,339-62,11410,2
"13,500",1993,2016,24.1,¿¬Èñµ¿,»ï¿ìºô¶ó,1,14,47.86,163-13,11410,-1
"11,000",1993,2016,16.734,¿¬Èñµ¿,´ë¸íºô¶ó,1,20,37.4,187-121,11410,3
"14,000",1993,2016,23.034,¿¬Èñµ¿,´ë¸íºô¶ó,1,25,51.48,187-121,11410,2
"9,000",1986,2016,28.6,¿¬Èñµ¿,Ã»±â¿ÍÁÖÅÃ,1,29,40.97,163-23,11410,2
"17,500",2015,2016,28.125,È«Àºµ¿,ÇÃ·¯½ºÇÏ¿ì½º,1,2,34.47,10-201,11410,4
"17,300",1997,2016,43.86,È«Àºµ¿,Å¾ºô¶óÆ®(277-110),1,4,84.01,277-110,11410,1
"10,700",1990,2016,28.33,È«Àºµ¿,µ¿±¤ÁÖÅÃ(¿¡ÀÌµ¿),1,5,36.61,295-4,11410,1
"28,000",2015,2016,40.67,È«Àºµ¿,ÀÚ½½¸°ÇÏ¿ì½º,1,5,57.57,392-6,11410,4
"13,700",1996,2016,33.98,È«Àºµ¿,µ¿¾çÇÏÀÌ½ººô¶ó,1,6,67.05,9-4,11410,1
"12,300",1991,2016,31.91,È«Àºµ¿,¿ìÁøºô¶ó(265-124),1,8,59.47,265-124,11410,4
"32,000",2002,2016,72.26,È«Àºµ¿,±Ý¼ÛÈú½ººô,1,8,84.29,458,11410,2
"13,500",1991,2016,24.77,È«Àºµ¿,¼Û°­,1,9,45.62,400-27,11410,1
"13,800",1991,2016,27.4,È«Àºµ¿,"Ã»±¸±×¸°ºô¶ó(A,Bµ¿)",1,11,48.73,10-233,11410,3
"12,800",1992,2016,29.6,È«Àºµ¿,º¸¼ºÇÏÀÌÃ÷ºô¶ó,1,11,44.73,17-62,11410,4
"16,200",2012,2016,22.006,È«Àºµ¿,ÅÂ°æ½¦¸£ºô,1,12,38.72,294-18,11410,3
"9,000",1991,2016,23.4,È«Àºµ¿,¾Æ´ãºô¶ó(¶óµ¿),1,15,31.34,191-220,11410,2
"16,400",2014,2016,18.019,È«Àºµ¿,µµ¿ø¿¡ÀÌ½º,1,15,31.59,412-3,11410,3
"19,000",2003,2016,29.55,È«Àºµ¿,µ¿À±ºô¶ó,1,16,62.65,407-17,11410,3
"13,500",1991,2016,22.98,È«Àºµ¿,¿¹¿ø±×¸°,1,18,53.36,412-11,11410,4
"15,800",1986,2016,53.3,È«Àºµ¿,(8-468),1,22,63,8-468,11410,1
"19,300",1992,2016,39.9,È«Àºµ¿,ÀÏ¾çºô¶ó,1,25,71.01,281-17,11410,3
"17,000",1991,2016,24.7,È«Àºµ¿,¿¹¿ø±×¸°,1,29,57.36,412-11,11410,2
"11,500",1997,2016,33.51,È«Àºµ¿,¿ì¼ºº°Àåºô¶ó,1,30,50.4,8-668,11410,1
"22,900",2007,2016,46.21,È«Àºµ¿,±¤¼ºÅ¸¿îÇÏ¿ì½º(325-13),1,31,77.31,325-13,11410,3
"24,200",2014,2016,31.87,ºÏ°¡ÁÂµ¿,Á¶¿î¾ÆÆ®ºô,1,3,56.16,319-2,11410,4
"9,300",2015,2016,14.09,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,22.93,3-128,11410,5
"13,000",1993,2016,16.34,ºÏ°¡ÁÂµ¿,±Ý¼ººô¶ó,1,5,40.38,325-1,11410,1
"13,050",2015,2016,18.39,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.94,3-128,11410,2
"12,600",2015,2016,18.28,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.75,3-128,11410,3
"10,200",2015,2016,14.85,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,24.18,3-128,11410,4
"12,600",2015,2016,18.28,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.75,3-128,11410,2
"11,600",2015,2016,16.83,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,27.39,3-128,11410,3
"12,950",2015,2016,18.29,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.77,3-128,11410,2
"11,450",2015,2016,16.68,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,27.16,3-128,11410,4
"11,600",2015,2016,16.83,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,27.39,3-128,11410,2
"11,100",2015,2016,16.31,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,26.55,3-128,11410,4
"13,200",2015,2016,18.28,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.75,3-128,11410,2
"10,800",2015,2016,16.31,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,26.55,3-128,11410,5
"12,950",2015,2016,18.29,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.77,3-128,11410,3
"13,200",2015,2016,18.28,ºÏ°¡ÁÂµ¿,¾¾µåÇÏ¿ì½º3,1,5,29.75,3-128,11410,3
