°ÇÃà³âµµ,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¿¬¸³´Ù¼¼´ë,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
1995,2011,ºÏ°¡ÁÂµ¿,"9,500",¹é¸í±×·£µåºô¶ó,7,0,2,51.92,322-1,11410,2
1993,2011,ºÏ°¡ÁÂµ¿,"12,000",¹é»êÇÏÀÌÃ÷ºô¶ó(320-22),7,0,4,61.155,320-22,11410,4
1989,2011,ºÏ°¡ÁÂµ¿,"5,000",(74-95),7,0,4,51.49,74-95,11410,
2002,2011,ºÏ°¡ÁÂµ¿,"7,000",¸íÁöºô¶óÆ®,7,30,4,52.8,325-4,11410,2
2002,2011,ºÏ°¡ÁÂµ¿,"12,000",´º¿ùµåºô,7,0,5,59.96,74-214,11410,4
1993,2011,ºÏ°¡ÁÂµ¿,"9,000",È²Á¦ºô¶ó(321-1),7,0,6,43.8,321-1,11410,2
2002,2011,ºÏ°¡ÁÂµ¿,500,(289-18),7,45,6,48.61,289-18,11410,
1993,2011,ºÏ°¡ÁÂµ¿,"9,000",»ï¼ººô¶ó(Bµ¿),7,0,6,59.28,369-5,11410,4
1982,2011,ºÏ°¡ÁÂµ¿,"2,500",¹®È­¸Ç¼Ç(Aµ¿),7,35,6,58.34,370-1,11410,3
1991,2011,ºÏ°¡ÁÂµ¿,"10,000",¿ì¼ººô¶ó(321-21),7,0,7,62.99,321-21,11410,4
2002,2011,ºÏ°¡ÁÂµ¿,500,¹Ì»ê¾ÆÆ®ºô,7,30,8,36.83,319-19,11410,
2006,2011,ºÏ°¡ÁÂµ¿,"7,500",½Å¾È¿ùµå,7,0,10,32.4,376-5,11410,2
2000,2011,ºÏ°¡ÁÂµ¿,"6,000",Ãæ¿ì(313-31),7,0,10,53.2,313-31,11410,
1992,2011,ºÏ°¡ÁÂµ¿,"3,000",Ã»¼öºô¶ó2Â÷,7,30,11,38.1,5-7,11410,2
1993,2011,ºÏ°¡ÁÂµ¿,500,(ÁÖ)À¯ÇÑÁÖÅÃ,7,35,12,40.92,2-73,11410,-1
2010,2011,ºÏ°¡ÁÂµ¿,"2,000",¿µÁÖ¾ÆÆ®ºô,7,40,14,25.16,282-28,11410,5
1993,2011,ºÏ°¡ÁÂµ¿,"9,500",Àº¼ººô¶ó(385-6),7,0,15,57.54,385-6,11410,1
2005,2011,ºÏ°¡ÁÂµ¿,"5,700",¿µÀçÇÏÀÌºô,7,0,15,20.52,346-2,11410,2
1997,2011,ºÏ°¡ÁÂµ¿,"11,000",ÁöÁ¤ºô¶ó,7,0,16,61.09,297-3,11410,2
2004,2011,ºÏ°¡ÁÂµ¿,"8,500",PANHAUS,7,15,16,43.3,325-7,11410,3
2002,2011,ºÏ°¡ÁÂµ¿,"1,000",(289-18),7,30,17,21.73,289-18,11410,4
2005,2011,ºÏ°¡ÁÂµ¿,"8,000",µ¿È­ºô¶ó,7,0,18,42.81,338-1,11410,2
1991,2011,ºÏ°¡ÁÂµ¿,"6,500",(1-20),7,0,19,41.51,1-20,11410,1
1989,2011,ºÏ°¡ÁÂµ¿,"7,500",°©ÀÚÁÖÅÃ(375-2),7,0,20,47.75,375-2,11410,2
2006,2011,ºÏ°¡ÁÂµ¿,"2,000",ÇÑ¾ç¾ÆÆ®ºô,7,40,21,32.75,347-20,11410,5
2001,2011,ºÏ°¡ÁÂµ¿,"13,000",¹Ì·¡±×¸°ºô¶ó,7,0,21,66.71,347-19,11410,4
2002,2011,ºÏ°¡ÁÂµ¿,"10,000",ÇÑ¾çºô¶ó(348-18),7,0,21,49.44,348-18,11410,5
1992,2011,ºÏ°¡ÁÂµ¿,"7,000",»þ·Ð±×¸°ºô¶ó,7,0,24,33.67,351-25,11410,3
1982,2011,ºÏ°¡ÁÂµ¿,"3,500",½ÅÃÌ(Cµ¿),7,40,26,62.81,370-6,11410,1
2003,2011,ºÏ°¡ÁÂµ¿,"8,000",ÇÑ¾ç¾ÆÆ®ºô(369-2),7,0,26,35.04,369-2,11410,4
2001,2011,ºÏ°¡ÁÂµ¿,"3,000",½ÅÇ³¾ÆÆ®ºô2Â÷,7,100,27,78.55,339-8,11410,3
1986,2011,ºÏ°¡ÁÂµ¿,"5,000",¿¬Èñºô¶ó(3-235),7,0,29,35.72,3-235,11410,2
1997,2011,ºÏ°¡ÁÂµ¿,"7,000",½Å¼ººô¶ó,7,0,30,48.19,5-15,11410,3
2007,2011,ºÏ°¡ÁÂµ¿,"8,500",¼¼Á¾ºô¸®Áö2Â÷(3-109),7,0,30,38.55,3-109,11410,2
1977,2011,ºÏ°¡ÁÂµ¿,"6,000",(5-209),7,0,30,68.43,5-209,11410,1
2007,2011,ºÏ°¡ÁÂµ¿,"6,500",¼¼Á¾ºô¸®Áö2Â÷(3-109),7,0,30,29.37,3-109,11410,4
1993,2011,ºÏ°¡ÁÂµ¿,"1,500",(286-21),7,30,31,37.49,286-21,11410,2
1994,2011,ºÏ°¡ÁÂµ¿,"4,000",»ï¿øºô¶ó,7,0,31,37.24,290-12,11410,
2002,2011,³²°¡ÁÂµ¿,"2,000",ÅÂ¿µºô¶ó,7,40,1,31.92,339-1,11410,4
2002,2011,³²°¡ÁÂµ¿,"7,000",½ÅÈï¾ÆÆ®ºô4Â÷,7,0,2,42.13,3-108,11410,1
1993,2011,³²°¡ÁÂµ¿,"7,500",ÇÑ¼ººô¶ó¿¡ÀÌµ¿,7,0,2,51.5,363-5,11410,3
1966,2011,³²°¡ÁÂµ¿,500,ÁÂ¿ø»ó°¡,7,25,5,78.02,295-5,11410,3
2009,2011,³²°¡ÁÂµ¿,"9,500",¼öÁ¤ºô¶ó(227-0),7,0,6,41.74,227,11410,2
1991,2011,³²°¡ÁÂµ¿,"6,500",ÀÏ½Åºô¶ó1µ¿,7,0,16,52.46,371-18,11410,2
1995,2011,³²°¡ÁÂµ¿,"4,000",Ã»¼Ûºô¶ó,7,30,16,59.63,3-73,11410,4
2003,2011,³²°¡ÁÂµ¿,"7,500",(175-89),7,0,18,39.73,175-89,11410,1
2007,2011,³²°¡ÁÂµ¿,"10,000",¼¼Á¾ºô¸®Áö3Â÷,7,0,19,40.34,5-204,11410,4
1991,2011,³²°¡ÁÂµ¿,"2,000",(360-18),7,18,19,43.14,360-18,11410,
1992,2011,³²°¡ÁÂµ¿,"2,000",°¡ÁÂºô¶ó,7,50,20,50.43,363-13,11410,3
2003,2011,³²°¡ÁÂµ¿,"7,000",¼öÇÏ¿ì½º,7,10,21,38.17,367-5,11410,1
2009,2011,³²°¡ÁÂµ¿,"12,000",¼öÁ¤ºô¶ó(227-0),7,0,21,51.8,227,11410,4
2002,2011,³²°¡ÁÂµ¿,"10,000",(175-69),7,0,23,69.78,175-69,11410,1
2007,2011,³²°¡ÁÂµ¿,"8,500",¿¡ÄÚºô,7,0,27,30.63,5-332,11410,3
1993,2011,³²°¡ÁÂµ¿,"4,000",´ö¼öºô¶ó,7,30,29,78.87,363-7,11410,
2002,2011,ÃæÁ¤·Î2°¡,"8,500",(63-0),8,0,22,29.19,63,11410,3
2001,2011,ÃæÁ¤·Î3°¡,"8,500",ÇÑºôÁÖÅÃ,8,0,1,35.41,3-108,11410,2
2001,2011,ÃæÁ¤·Î3°¡,"7,500",ÇÑºôÁÖÅÃ,8,0,1,35.41,3-108,11410,2
1992,2011,ÃæÁ¤·Î3°¡,"17,000",(32-57),8,0,9,133.03,32-57,11410,3
1986,2011,ÃæÁ¤·Î3°¡,"13,000",(3-39),8,0,12,63.15,3-39,11410,1
1994,2011,Ãµ¿¬µ¿,"10,000",(120-2),8,0,27,55.77,120-2,11410,
1991,2011,ºÏ¾ÆÇöµ¿,"15,000",(1-53),8,0,2,88.44,1-53,11410,3
2003,2011,ºÏ¾ÆÇöµ¿,"1,000",¹Ì°¡ºô,8,50,2,23.39,1-111,11410,3
2003,2011,ºÏ¾ÆÇöµ¿,"18,700",ºÏ¾ÆÇöµ¿ÆÄ¸£ºô,8,0,5,55.89,115-38,11410,4
1996,2011,ºÏ¾ÆÇöµ¿,"7,000",°ñµçºô,8,0,5,45.92,187-5,11410,1
2003,2011,ºÏ¾ÆÇöµ¿,"5,000",¹Ì°¡ºô,8,0,9,45.34,1-111,11410,3
2002,2011,ºÏ¾ÆÇöµ¿,"2,000",(721-0),8,70,9,49.25,721,11410,3
2004,2011,ºÏ¾ÆÇöµ¿,"11,000",Ã»¿Áºô¶óÆ®,8,35,10,63.16,1-441,11410,4
2004,2011,ºÏ¾ÆÇöµ¿,"4,000",(1-109),8,0,10,36,1-109,11410,
1998,2011,ºÏ¾ÆÇöµ¿,"18,000",¾Æ¸²ºô¶ó,8,0,11,70.24,123-67,11410,3
2009,2011,ºÏ¾ÆÇöµ¿,"17,000",ÇØ¿À¸§ºô,8,0,11,71.74,1-41,11410,2
1993,2011,ºÏ¾ÆÇöµ¿,"5,500",¿ì½Åºô¶ó8Â÷,8,0,11,35.86,3-212,11410,4
1975,2011,ºÏ¾ÆÇöµ¿,"5,000",(113-11),8,0,13,49.49,113-11,11410,1
2007,2011,ºÏ¾ÆÇöµ¿,"2,000",(1-764),8,80,16,51.28,1-764,11410,2
2003,2011,ºÏ¾ÆÇöµ¿,"2,500",¹Ì°¡ºô,8,50,16,23.39,1-111,11410,2
1993,2011,ºÏ¾ÆÇöµ¿,"7,500",(758-3),8,0,18,38.84,758-3,11410,1
2002,2011,ºÏ¾ÆÇöµ¿,"14,000",ÇÑ¾çÈ­ÀÌÆ®ºô,8,0,23,71.71,1-242,11410,2
2003,2011,ºÏ¾ÆÇöµ¿,"7,000",¹Ì°¡ºô,8,20,23,52.5,1-111,11410,3
2011,2011,ºÏ¾ÆÇöµ¿,"13,500",Èú ÇÏ¿ì½º,8,0,23,48.05,1-324,11410,4
1995,2011,ºÏ¾ÆÇöµ¿,"4,000",(1-44),8,0,27,22.77,1-44,11410,1
1984,2011,ºÏ¾ÆÇöµ¿,"20,000",Á¦ÀÏºô¶ó°¡µ¿,8,0,30,111.3,1-1627,11410,1
2011,2011,ºÏ¾ÆÇöµ¿,"21,500",Èú ÇÏ¿ì½º,8,0,31,60,1-324,11410,2
1991,2011,È«Á¦µ¿,"5,500",¼ºÁøºô¶ó,8,0,1,46.25,315-43,11410,
1994,2011,È«Á¦µ¿,"3,000",µ¿¿øÇÏÀÌÃ÷ºô¶ó,8,50,1,42.3,314-1,11410,1
2000,2011,È«Á¦µ¿,"11,500",½Â¿Âºô¶ó,8,0,2,53.28,356-147,11410,3
1980,2011,È«Á¦µ¿,"10,000",Á¦ÀÏÁÖÅÃ,8,0,2,52.73,266-3,11410,4
1996,2011,È«Á¦µ¿,"15,000",·Î¾âºô¶ó1Â÷,8,0,3,81.53,44-25,11410,3
1991,2011,È«Á¦µ¿,"11,000",ÇÑ´öºô¶ó,8,0,5,50.2,266-131,11410,1
1992,2011,È«Á¦µ¿,"1,000",(222-22),8,35,5,45.03,222-22,11410,
1993,2011,È«Á¦µ¿,"7,000",¿µÁøÇÏÀÌÃ÷ºô¶ó,8,0,8,49.35,59-2,11410,1
1996,2011,È«Á¦µ¿,"18,000",¸¸¹Îºô¶óÆ®(360-90),8,0,9,79.87,360-90,11410,4
1986,2011,È«Á¦µ¿,"1,000",Á¤¿ì,8,50,10,39.78,285-38,11410,1
2002,2011,È«Á¦µ¿,"7,500",¿µ¾ÆÆ®ºô¶ó,8,0,10,50.57,360-101,11410,1
1994,2011,È«Á¦µ¿,"13,000",Á¦ÀÏÇÏÀÌÃ÷ºô¶ó,8,0,10,65.73,321-8,11410,4
1989,2011,È«Á¦µ¿,"13,000",°øÀÍºô¶ó,8,0,11,114.56,145-25,11410,1
1990,2011,È«Á¦µ¿,"3,500",(9-65),8,0,11,39.6,9-65,11410,
2001,2011,È«Á¦µ¿,"8,000",¿¤¸®½ººô¸®Áö,8,20,11,36.72,122-32,11410,4
1994,2011,È«Á¦µ¿,"10,000",´ë¿ø,8,0,11,56.52,312-21,11410,3
1993,2011,È«Á¦µ¿,"7,500",ÇÏ³ª·Îºô¶ó,8,0,13,44.37,135-8,11410,
1980,2011,È«Á¦µ¿,"3,000",Á¦ÀÏÁÖÅÃ,8,45,16,52.73,266-3,11410,4
2002,2011,È«Á¦µ¿,"12,000",¾È»êºô,8,0,17,46.89,28-31,11410,2
1986,2011,È«Á¦µ¿,"11,000",(313-1),8,0,18,56.91,313-1,11410,2
1986,2011,È«Á¦µ¿,"8,000",(322-54),8,0,19,45.27,322-54,11410,2
1980,2011,È«Á¦µ¿,"2,000",Á¦ÀÏÁÖÅÃ,8,40,20,52.73,266-3,11410,2
2000,2011,È«Á¦µ¿,"1,000",ÁØºô¶óÆ®,8,40,20,34.84,270-37,11410,1
2011,2011,È«Á¦µ¿,"9,000",(156-385),8,0,22,29.72,156-385,11410,2
1991,2011,È«Á¦µ¿,"6,000",»ïÈ¯¸Ç¼Ç,8,20,23,47.78,223-7,11410,3
1987,2011,È«Á¦µ¿,"6,500",±Ý°­ºô¶ó,8,0,23,39.06,9-75,11410,2
1965,2011,È«Á¦µ¿,"2,300",È«Á¦,8,0,24,21.55,312-35,11410,3
1979,2011,È«Á¦µ¿,"3,000",ÀÎ¿Õ(222-2),8,35,24,64.86,222-2,11410,1
1986,2011,È«Á¦µ¿,"7,000",±Ý¼ººô¶ó(341-15),8,0,26,36.99,341-15,11410,2
2003,2011,È«Á¦µ¿,"6,000",¿ÀÅ©ºô,8,25,27,35.44,312-19,11410,2
2002,2011,È«Á¦µ¿,"10,000",»êÈ£ºô¶ó,8,0,28,56.17,5-70,11410,3
2008,2011,È«Á¦µ¿,"12,000",È«Á¦·º½ººô,8,0,29,67.2,313-22,11410,2
2009,2011,È«Á¦µ¿,"7,000",¼ºÈ£ÁÖÅÃ,8,45,30,60.51,279-59,11410,1
2002,2011,È«Á¦µ¿,"4,000",¼ºÈ£¾ÆÆ®ºô,8,35,30,43.65,278-57,11410,3
2005,2011,´ë½Åµ¿,"2,000",(91-15),8,50,7,185.6,91-15,11410,4
1996,2011,´ë½Åµ¿,"12,000",ÇØ¸ÀÀÌÅ¸¿î,8,0,8,51.84,126-3,11410,3
2005,2011,´ë½Åµ¿,"1,000",±Ý¶õºô¶ó,8,60,8,30,127-27,11410,3
2002,2011,´ë½Åµ¿,500,¸í·¡ÇÏ¿ì½º,8,50,15,19.5,128-5,11410,1
1996,2011,´ë½Åµ¿,"16,000",ÇØ¸ÀÀÌÅ¸¿î,8,0,20,54.54,126-3,11410,4
2003,2011,Ã¢Ãµµ¿,"8,500",Ç®ÇÏ¿ì½º,8,0,7,29.92,100-76,11410,2
2011,2011,Ã¢Ãµµ¿,"4,000",¿ÀÁîºô,8,20,8,12.09,418,11410,3
2011,2011,Ã¢Ãµµ¿,"8,500",½ºÄ«ÀÌÈú,8,0,11,14.52,419,11410,2
2001,2011,Ã¢Ãµµ¿,"8,500",±×¸°ºô,8,0,13,32.28,100-30,11410,1
2004,2011,Ã¢Ãµµ¿,"12,000",º£¸®Å¸½º¿ø·ëÅÚ,8,0,13,50.78,500-8,11410,5
2011,2011,Ã¢Ãµµ¿,"2,000",½ºÄ«ÀÌÈú,8,70,15,14.52,419,11410,3
2001,2011,Ã¢Ãµµ¿,"13,000",±×¸°ºô,8,0,20,32.28,100-30,11410,3
2011,2011,Ã¢Ãµµ¿,"9,000",½ºÄ«ÀÌÈú,8,0,20,14.08,419,11410,2
2011,2011,Ã¢Ãµµ¿,"3,000",(62-18),8,45,22,12.14,62-18,11410,6
2011,2011,Ã¢Ãµµ¿,"2,500",(62-18),8,50,24,12.14,62-18,11410,4
2003,2011,Ã¢Ãµµ¿,"5,000",Æ÷¸Ç½º(ºê¶ó¿îºô),8,50,25,36.85,90-9,11410,3
2011,2011,Ã¢Ãµµ¿,"2,500",(62-18),8,50,26,12.14,62-18,11410,7
1997,2011,¿¬Èñµ¿,"2,000",´ººô702,8,60,1,33.75,295-1,11410,4
2008,2011,¿¬Èñµ¿,"11,000",È«¿¬ÇÏÀÌÃ÷ºô,8,0,1,38.055,170-129,11410,2
1996,2011,¿¬Èñµ¿,"1,500",(520-3),8,35,2,48.96,520-3,11410,
2001,2011,¿¬Èñµ¿,"13,000",¿¬Èñ±Ãºô¶ó6Â÷(520-36),8,0,3,58.8,520-36,11410,3
1995,2011,¿¬Èñµ¿,"2,000",½Ö¿ëºô¶ó,8,80,3,91.83,51-150,11410,1
1985,2011,¿¬Èñµ¿,"9,000",µ¿Áøºô¶ó,8,0,3,49.4,141-34,11410,2
1992,2011,¿¬Èñµ¿,"15,000",¿À¼ººô¶ó¿¬¸³ÁÖÅÃ,8,0,4,59.76,699,11410,1
2002,2011,¿¬Èñµ¿,"5,000",¸®Ä¡ºô,8,45,8,35.48,88-25,11410,2
2004,2011,¿¬Èñµ¿,"1,500",Ã¢¼ºÇÏ¿ì½º,8,50,9,25.86,287-16,11410,4
1985,2011,¿¬Èñµ¿,"7,000",µ¿Áøºô¶ó,8,70,9,65.07,141-34,11410,3
1993,2011,¿¬Èñµ¿,"10,000",¿¬Èñºô¶óÆ®,8,20,9,60.4,51-137,11410,4
2008,2011,¿¬Èñµ¿,"9,000",¼ºÀçÄ³½½ºô,8,30,9,60.72,159-1,11410,3
1996,2011,¿¬Èñµ¿,"6,000",(519-78),8,0,10,37.22,519-78,11410,2
1993,2011,¿¬Èñµ¿,"9,500",´ë¸íºô¶ó,8,0,11,41.36,187-121,11410,-1
1986,2011,¿¬Èñµ¿,"4,000",(724-32),8,0,13,42.72,724-32,11410,
2002,2011,¿¬Èñµ¿,"3,000",¿¬Èñ±Ãºôµù,8,30,13,75.19,344-24,11410,2
1980,2011,¿¬Èñµ¿,"11,000",¿¬Èñ¸Ç¼Ç,8,0,16,64.46,719-5,11410,1
2003,2011,¿¬Èñµ¿,"13,500",ÆÓ¸®½ººô,8,0,17,48.57,723-10,11410,3
2000,2011,¿¬Èñµ¿,500,(42-13),8,45,18,30,42-13,11410,
1983,2011,¿¬Èñµ¿,"12,000",µ¿À¯ÁÖÅÃ,8,0,20,62.37,142-21,11410,1
1986,2011,¿¬Èñµ¿,"4,000",Ã»±â¿ÍÁÖÅÃ,8,20,20,40.97,163-23,11410,2
1986,2011,¿¬Èñµ¿,"14,500",»ï¼ººô¶ó,8,0,23,64.8,168,11410,2
2002,2011,¿¬Èñµ¿,"2,000",¾Æ¹Ì¸°ºô½º,8,100,24,52.74,81-29,11410,2
1994,2011,¿¬Èñµ¿,"12,500",ÀºÇýºô¶ó,8,0,24,71.48,703-6,11410,3
2002,2011,¿¬Èñµ¿,"18,500",»ï¼º¾ÆÆ®ºô,8,0,24,66.65,93-6,11410,3
2003,2011,¿¬Èñµ¿,"15,000",(350-13),8,0,24,65.14,350-13,11410,2
1985,2011,¿¬Èñµ¿,"14,000",µ¿Áøºô¶ó,8,0,26,65.07,141-34,11410,1
1995,2011,¿¬Èñµ¿,"18,000",(121-11),8,0,26,74.11,121-11,11410,3
2002,2011,¿¬Èñµ¿,"6,500",¾ÆÀÌºñÇÏ¿ì½º,8,10,27,24.65,287-11,11410,4
2002,2011,¿¬Èñµ¿,"8,500",ÆÄÅ©ºô2,8,0,29,71.03,717,11410,5
1986,2011,¿¬Èñµ¿,"2,000",Å©·Î¹ÙÁÖÅÃAµ¿,8,20,29,41.59,727-6,11410,2
1993,2011,¿¬Èñµ¿,"2,000",(519-123),8,35,30,33.84,519-123,11410,4
1995,2011,¿¬Èñµ¿,"10,000",¿øÀÏºô¶ó,8,0,31,55.59,446-119,11410,2
2007,2011,¿¬Èñµ¿,500,È­ÀÌÆ®ºô(140-14),8,65,31,28.48,140-14,11410,4
1992,2011,È«Àºµ¿,"6,000",³ªÀººô¶ó(Bµ¿),8,0,1,38.79,265-160,11410,
1993,2011,È«Àºµ¿,"9,000",°ÅÀ¯ÁÖÅÃ(408-5),8,0,1,57.63,408-5,11410,4
2002,2011,È«Àºµ¿,"9,000",ÇÑ¼º¾ÆÆ®ºô,8,0,1,45.98,403-15,11410,3
2001,2011,È«Àºµ¿,500,È­ÀÌÆ®ºô10,8,55,1,26.4,394-6,11410,2
1983,2011,È«Àºµ¿,"1,500",¸íÁö(354),8,40,1,52.88,354,11410,1
2002,2011,È«Àºµ¿,"4,000",È«Àºµ¿Äý½ººô,8,10,1,22.41,332-6,11410,4
1989,2011,È«Àºµ¿,"7,000",Ã»¾Ï¾ÆÆ®È¦,8,0,1,58.5,8-1093,11410,1
2011,2011,È«Àºµ¿,"13,000",Çö¿µºô¶ó(195-4),8,0,2,54.64,195-4,11410,4
1992,2011,È«Àºµ¿,"5,000",»ïº¸ºô¶ó(197-18),8,0,3,51.78,197-18,11410,
2003,2011,È«Àºµ¿,"16,500",¹é¼ÛÇÏÀÌÃ÷-°¡µ¿,8,0,3,78.15,396-11,11410,4
1985,2011,È«Àºµ¿,"10,000",(9-233),8,0,4,62.88,9-233,11410,1
1997,2011,È«Àºµ¿,"13,000",´Ù¸íºô¶ó,8,0,5,80.46,188-9,11410,1
2002,2011,È«Àºµ¿,"8,000",Á¤¿ìºô¶ó,8,0,5,43.26,190-18,11410,2
2009,2011,È«Àºµ¿,"15,500",ÇÑÀÏ±×¸°ºô,8,0,8,68.66,191-17,11410,5
2011,2011,È«Àºµ¿,"5,000",(401-7),8,0,8,16.5,401-7,11410,3
1995,2011,È«Àºµ¿,"10,000",È«Àº±×¸°ºô¶ó,8,0,8,63.09,193-9,11410,3
1991,2011,È«Àºµ¿,"2,000",(265-472),8,30,10,58.82,265-472,11410,
2007,2011,È«Àºµ¿,"15,000",·Ôµ¥±×¸°ºô¶ó,8,0,10,66.66,190-9,11410,2
1987,2011,È«Àºµ¿,"1,000",¿¬ÈñÁÖÅÃ-´Ùµ¿,8,50,10,35.78,294-57,11410,2
2008,2011,È«Àºµ¿,"14,000",ÇÑ¼ººô¶ó,8,0,10,65.97,8-474,11410,1
2008,2011,È«Àºµ¿,"12,000",¸íÁö¿ùµåºô(397-22),8,0,10,53.1,397-22,11410,1
1997,2011,È«Àºµ¿,"2,000",ÈúÅ¸¿î,8,25,11,30.35,265-288,11410,2
1985,2011,È«Àºµ¿,"2,000",»ï¼ººô¶ó,8,45,11,62.01,188-29,11410,2
1991,2011,È«Àºµ¿,"6,000","ÃÊ¿øºô¶ó(8-35 °¡,³ªµ¿)",8,0,11,40.95,8-35,11410,3
2002,2011,È«Àºµ¿,"8,500",Á¤¿ìºô¶ó,8,0,11,42.97,190-18,11410,3
2002,2011,È«Àºµ¿,"14,500",µ¿±¤ºô¸®Áö,8,0,11,68.97,403-6,11410,2
1992,2011,È«Àºµ¿,"4,500",ÀºÇÏºô¶ó(Aµ¿),8,0,13,44.5,14-51,11410,1
2003,2011,È«Àºµ¿,"7,000",È«Àººô¶óÆ®,8,0,13,32.87,8-472,11410,4
2011,2011,È«Àºµ¿,"2,000",(401-7),8,40,16,18.45,401-7,11410,3
1992,2011,È«Àºµ¿,"6,000",ÀºÁ¦ºô¶ó,8,0,18,41.55,11-323,11410,2
1985,2011,È«Àºµ¿,"8,000",»ï¼ººô¶ó,8,0,18,62.01,188-29,11410,3
2011,2011,È«Àºµ¿,"10,000",Çö¿µºô¶ó(195-2),8,0,18,59.64,195-2,11410,3
1987,2011,È«Àºµ¿,200,±ÝÈ£,8,30,19,56,355,11410,
2010,2011,È«Àºµ¿,500,(375-0),8,42,19,21.34,375,11410,
2003,2011,È«Àºµ¿,"8,000",ÇÑÁÖº£½ºÆ®ºô,8,0,22,38.28,415-93,11410,4
2007,2011,È«Àºµ¿,"10,000",·Ôµ¥±×¸°ºô¶ó,8,0,22,83.24,190-9,11410,
2002,2011,È«Àºµ¿,"3,000",ÇÑ¼º¾ÆÆ®ºô,8,20,22,21.09,403-15,11410,1
2003,2011,È«Àºµ¿,"1,000",(400-17),8,39,22,22.46,400-17,11410,2
2003,2011,È«Àºµ¿,"2,500",(8-176),8,50,22,64.07,8-176,11410,3
1984,2011,È«Àºµ¿,"3,500",(9-481),8,0,22,57.68,9-481,11410,
2001,2011,È«Àºµ¿,"1,000",(193-3),8,0,23,53.82,193-3,11410,2
2007,2011,È«Àºµ¿,"15,000",·Ôµ¥±×¸°ºô¶ó,8,0,23,58.56,190-9,11410,4
2011,2011,È«Àºµ¿,"11,000",µ¿¾Æ±×¸°ºô,8,0,23,42.33,191-32,11410,3
1995,2011,È«Àºµ¿,"7,000",ºÏ¾Ç±×¸°¸Ç¼Ç,8,30,23,75.75,5-88,11410,
1987,2011,È«Àºµ¿,"4,000",¿¬ÈñÁÖÅÃ-¶óµ¿,8,0,25,35.56,294-52,11410,
2002,2011,È«Àºµ¿,"10,000",¸íÁö³×½ºÆ®ºô,8,0,25,51.59,395-7,11410,2
2003,2011,È«Àºµ¿,400,È­ÀÌÆ®ºô5,8,45,26,19.78,395-38,11410,2
1991,2011,È«Àºµ¿,"3,000",Àå¹Ì±×¸°¸Ç¼ð,8,30,29,54.53,265-175,11410,2
2011,2011,È«Àºµ¿,"12,000",Çö¿µºô¶ó(195-2),8,0,29,59.91,195-2,11410,3
1992,2011,È«Àºµ¿,"2,000",(11-276),8,60,29,75.22,11-276,11410,2
2011,2011,È«Àºµ¿,"12,000",Çö¿µºô¶ó(195-2),8,0,29,59.91,195-2,11410,2
1995,2011,È«Àºµ¿,"10,000",(217-55),8,0,29,53.7,217-55,11410,2
1984,2011,È«Àºµ¿,"1,000",(9-189),8,20,30,42.08,9-189,11410,2
2011,2011,È«Àºµ¿,"13,000",Çö¿µºô¶ó(195-2),8,0,30,58.92,195-2,11410,3
1997,2011,È«Àºµ¿,"3,500",ÈúÅ¸¿î,8,0,31,36.23,265-288,11410,3
1990,2011,È«Àºµ¿,"8,000",¹ÌÁøºô¶ó(2µ¿),8,0,31,39.81,188-1,11410,1
1992,2011,È«Àºµ¿,"4,000",º¸¼ºÇÏÀÌÃ÷ºô¶ó,8,0,31,38.74,17-62,11410,4
2007,2011,ºÏ°¡ÁÂµ¿,"10,000",¼¼Á¾ÆÄÅ©ºô¸®Áö(3-72),8,0,1,43.66,3-72,11410,2
2010,2011,ºÏ°¡ÁÂµ¿,"7,500",Ã»¿îÇÏÀÌÃ÷(3-129),8,0,1,29.99,3-129,11410,2
2002,2011,ºÏ°¡ÁÂµ¿,"12,000",(2-85),8,0,1,53.4,2-85,11410,1
2002,2011,ºÏ°¡ÁÂµ¿,"13,000",¿øÀÏ¾ÆÆ®ºô,8,0,1,56.22,295-21,11410,4
2006,2011,ºÏ°¡ÁÂµ¿,"10,000",µ¿È­ºô¶ó(343-19),8,0,2,43.57,343-19,11410,4
1997,2011,ºÏ°¡ÁÂµ¿,"1,000",´ëÈ­ºô¶ó,8,21,2,23,3-114,11410,
1994,2011,ºÏ°¡ÁÂµ¿,"10,000",¹Ìµµ¾ÆÆ®ºô¶ó,8,0,4,42.52,305-1,11410,4
1997,2011,ºÏ°¡ÁÂµ¿,"3,800",´ë¸²ºô¶ó,8,10,4,46.99,3-108,11410,
1997,2011,ºÏ°¡ÁÂµ¿,"5,000",´ë¸²ºô¶ó,8,0,4,46.99,3-108,11410,-1
2001,2011,ºÏ°¡ÁÂµ¿,"15,000",Ãæ¿ìÁÖÅÃ(319-15),8,0,5,61.69,319-15,11410,3
1986,2011,ºÏ°¡ÁÂµ¿,"6,500",(325-31),8,0,8,41.31,325-31,11410,1
2000,2011,ºÏ°¡ÁÂµ¿,"6,000",Çà¿îºô¶ó(329-4),8,40,8,53.74,329-4,11410,3
1989,2011,ºÏ°¡ÁÂµ¿,"3,000",(350-4),8,0,9,47.38,350-4,11410,
